PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other_Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"JO_453",453,"JO","John","Durie",,"Mr","minister",,"Dalmeny",0,"Minister_at_Dalmeny,_1646-56._Not_the_same_as_JO_1415._Involved_in_cases_in_1648-9.","jhm","07_25_01_10:04:01","jhm","11_20_03_16:22:44"
"JO_454",454,"JO","John","Hart",,,,"bailie","Queensferry",0,"Involved_in_case_in_1644.","jhm","07_26_01_15:09:51","jhm","11_27_03_11:45:45"
"JO_455",455,"JO","Edward","Little",,,,"bailie","Queensferry",0,"Involved_in_case_in_1649.","jhm","07_26_01_15:10:52","jhm","12_01_03_16:08:22"
"JO_456",456,"JO","Thomas","Wilson",,,,"bailie","Queensferry",0,"Involved_in_case_in_1644.","jhm","07_26_01_15:12:14","jhm","12_18_03_16:10:58"
"JO_457",457,"JO","Samuel","Wilson",,,,"bailie","Queensferry",0,"Involved_in_case_in_1644.","jhm","07_26_01_15:59:38","jhm","12_18_03_16:10:20"
"JO_458",458,"JO","William","Burnet",,"of_Barns",,,"Barns",0,"Involved_in_cases_in_1629.","jhm","07_27_01_12:10:46","jhm","12_19_03_14:52:01"
"JO_459",459,"JO","James","Naismith",,"of_Posso",,,"Manor,_Peebles",0,"Involved_in_cases_in_1629.","jhm","07_27_01_12:11:57","jhm","12_05_03_11:59:01"
"JO_460",460,"JO","Alexander","Greig",,"Mr","minister",,"Drumelzier",0,"At_Drumelzier_1605-1645._Involved_in_1644.","jhm","07_30_01_11:08:39","jhm","11_27_03_11:03:20"
"JO_461",461,"JO","William","Dickson",,"Mr","minister",,"Glenholm",0,"Glenholm_in_Biggar_presbytery._Minister_there_from_1643._Involved_in_case_in_1644.","jhm","07_30_01_11:09:18","jhm","11_20_03_14:57:51"
"JO_462",462,"JO","James","Dickson",,"Mr","minister",,"Broughton",0,"Broughton_parish_in_Biggar_presbytery,_minister_there_1617-1644._Involved_in_case_in_1644.","jhm","07_30_01_11:10:07","jhm","11_20_03_14:56:48"
"JO_463",463,"JO","Patrick","Fleming",,"Mr","minister",,"Stobo",0,"At_Stobo_from_1640._Involved_in_cases_in_1644_and_1649.","jhm","07_30_01_11:10:45","jhm","11_25_03_10:21:35"
"JO_464",464,"JO","Kenneth","Logie",,"Mr","minister",,"Skirling",0,"At_Skirling_from_1640._Skirling_in_Peebles_presbytery_until_1644._Involved_in_case_in_1644.","jhm","07_30_01_11:11:30","jhm","12_01_03_16:20:13"
"JO_466",466,"JO","William","Tweedie",,,,"ruling_elder",,0,"Involved_in_case_in_1644.","jhm","07_30_01_11:13:25","jhm","12_18_03_11:14:25"
"JO_467",467,"JO","Thomas","Wilson",,,,"rulng_elder",,0,"Involved_in_case_in_1644.","jhm","07_30_01_11:14:12","jhm","12_18_03_16:10:34"
"JO_468",468,"JO","Michael","Scott",,"Mr",,"ruling_elder","Glebe_Milne",0,"Involved_with_cases_in_1644_and_also_accused_from_Peebles__in_1649-50.","jhm","07_30_01_11:14:30","jhm","12_12_03_15:30:57"
"JO_469",469,"JO","Hugh","Ker",,"Mr","minister",,"Lyne_and_Megget",0,"Minister_at_Lyne_and_Megget,_1627-1660._Involved_in_cases_in_1644.","jhm","07_30_01_11:34:22","jhm","12_01_03_14:36:18"
"JO_470",470,"JO","Alexander","Spittal",,"Mr","minister",,"Manor",0,"Minister_at_Manor,_1622-1661._Involved_in_cases_in_1644_and_1649.","jhm","07_30_01_11:35:22","jhm","12_15_03_12:15:27"
"JO_471",471,"JO","Patrick","Purdie",,"Mr","minister",,"Newlands",0,"Minister_at_Newlands,_1634-1681._Involved_in_cases_in_1644_and_1649.","jhm","07_30_01_11:47:52","jhm","12_12_03_09:36:49"
"JO_472",472,"JO","Andrew","Watson",,,,,,0,"No_information_about_him_but_he_may_be_the_same_as_Mr_Andrew_Watson_JO_478_who_was_also_involved_with_cases_from_Peebles_in_1649-50.._Involved_in_cases_in_1644_and_1649.","jhm","07_30_01_11:48:46","jhm","12_18_03_14:49:09"
"JO_473",473,"JO","James","Smith",,"Mr",,"?ruling_elder",,0,"No_details_but_may_have_been_a_ruling_elder_in_Peebles_area._Involved_in_cases_in_1644.","jhm","07_30_01_11:50:25","jhm","12_15_03_11:51:45"
"JO_474",474,"JO","Robert","Scott",,"Mr","minister",,"Eddleston",0,"Minister_at_Eddleston,_1640-60._Does_not_appear_to_have_been_linked_with_any_cases.","jhm","07_31_01_12:04:25","jhm","12_12_03_15:45:15"
"JO_475",475,"JO","William","Thomson",,"Mr","minister",,"Traquair",0,"Minister_at_Traquair,_1646-1662._Involved_with_case_in_1649.","jhm","07_31_01_12:05:22","jhm","12_17_03_11:17:19"
"JO_476",476,"JO","Hugh","Gray",,"Mr","minister",,"Kailizie",0,"Minister_at_Kailizie,_1647-1674._Involved_in_cases_in_1649_and_1661.","jhm","07_31_01_12:06:04","jhm","11_27_03_10:44:26"
"JO_477",477,"JO","Alexander","Dickson",,"Mr","minister",,"Kirkurd",0,"Minister_at_Kirkurd,_1642-61._Involved_in_cases_in_1649_and_1661.","jhm","07_31_01_12:13:19","jhm","11_20_03_14:55:49"
"JO_478",478,"JO","Andrew","Watson",,"Mr",,,,0,"Involved_with_cases_in_1649-50._No_information_but_may_be_the_same_as_Andrew_Watson_JO_472_who_was_also_involved_with_cases_from_Peebles_witches_in_1644_and_1649.","jhm","07_31_01_13:12:07","jhm","12_18_03_14:50:14"
"JO_479",479,"JO","James","Douglas",,,,,,0,"Few_details_but_involved_with_Peebles_witches_in_1649-50.","jhm","07_31_01_13:13:43","jhm","11_20_03_15:14:35"
"JO_480",480,"JO","James","Cockburn",,,,"bailie","Skirling",0,"Bailie_of_Skirling_in_1649._Involved_with_Peebles_witches_in_1649-50.","jhm","07_31_01_13:15:20","jhm","11_20_03_11:54:22"
"JO_481",481,"JO","William","Lowes",,,,"bailie","Peebles",0,"Bailie_in_Peebles_in_1649,_involved_with_Peebles_witches_in_1649-50._Not_the_same_as_LA_1690_as_involved_with_same_cases.","jhm","07_31_01_13:16:23","jhm","12_01_03_16:29:07"
"JO_482",482,"JO","Alexander","Trotter",,"Mr","minister",,"Tweedsmuir",0,"Involved_in_case_in_1649._Minister_at_Tweedsmuir_1644-1661.","jhm","07_31_01_14:46:48","jhm","12_18_03_11:40:12"
"JO_483",483,"JO","Robert","Thomson",,,,"bailie",,0,"Involved_with_Peebles_cases_in_1649.","jhm","07_31_01_14:52:07","jhm","12_17_03_11:15:39"
"JO_484",484,"JO","Alexander","Lauder",,,,,,0,"Involved_with_Peebles_witches_in_1649.","jhm","07_31_01_15:17:21","jhm","12_01_03_15:28:04"
"JO_485",485,"JO","Theodore","Hay",,"Mr",,,"Peebles",0,"No_other_details_but_involved_with_Peebles_witches,_1649.","jhm","07_31_01_15:34:34","jhm","11_27_03_14:25:51"
"JO_486",486,"JO","John","Horseburgh",,,,,,0,"Involved_with_Peebles_cases_1649.","jhm","07_31_01_15:35:43","jhm","01_09_04_12:30:35"
"JO_488",488,"JO","Thomas","Williamson",,,,,,0,"Involved_with_Peebles_case_in_1649._?related_to_James_Williamson_LA_1626.","jhm","07_31_01_15:38:35","jhm","12_18_03_15:58:49"
"JO_489",489,"JO","Robert","Elliot",,"Mr","minister",,"West_Linton",0,"Minister_at_West_Linton,_1647-75._Was_at_Kilbucho_from_1621-47._On_Commission_of_Assembly_in_1648._Involved_in_cases_in_1642,_1649-50.","jhm","08_01_01_10:03:17","jhm","11_20_03_16:38:48"
"JO_490",490,"JO","John","Veitch",,"Sir_of_Dawick",,,"Dawick",0,"The_family_name_was_probably_Veitch_as_they_held_the_estate_although_recorded_as_Vaith._Involved_in_cases_in_1661-2.","jhm","08_01_01_10:41:15","jhm","12_18_03_12:10:04"
"JO_492",492,"JO","William","Horseburgh",,"of_that_Ilk",,,,0,"Few_details_but_commissioner_in_1661-2.","jhm","08_01_01_10:50:44","jhm","12_01_03_09:52:56"
"JO_493",493,"JO","George","Tait",,"of_Pirn",,,"Pirn",0,"Commissioner_in_1661-2._May_be_the_same_as_or_related_to_George_Tait_of_Pirn_LA_1641_who_was_involved_in_cases_in_1649.","jhm","08_01_01_10:51:27","jhm","01_22_04_14:46:18"
"JO_494",494,"JO","William","Russell",,"of_Slipperfield",,,"Slipperfield",0,"Commissioner_in_1661.","jhm","08_01_01_10:52:18","jhm","12_12_03_14:13:57"
"JO_495",495,"JO","George","Brown",,"of_Scotstoun",,,"Scotstoun",0,"Commissioner_in_1661_to_1662.","jhm","08_01_01_10:53:30","jhm","11_18_03_11:23:27"
"JO_496",496,"JO","Walter","Murray",,"of_Halmyre",,,"Halmyre",0,"Commissioner_in_1661-2.","jhm","08_01_01_10:54:05","jhm","12_05_03_10:54:34"
"JO_497",497,"JO","John","Hay",,"Mr","minister",,"Manor",0,"Minister_at_Manor_and_involved_in_cases_in_1661.","jhm","08_01_01_10:59:49","jhm","11_27_03_14:18:34"
"JO_498",498,"JO","James","Smith",,"Mr","minister",,"Innerleithen",0,"Minister_at_Innerleithen,_1641-66._Involved_in_cases_in_1661.","jhm","08_01_01_11:00:42","jhm","12_15_03_11:58:56"
"JO_499",499,"JO","Robert","Brown",,"Mr","minister",,"Broughton",0,"Minister_at_Broughton_1644-66._Involved_in_case_in_1650.","jhm","08_02_01_10:16:47","jhm","11_18_03_11:30:51"
"JO_500",500,"JO","John","Crawford",,"Mr","minister",,"Wandel_and_Lamington",0,"Minister_at_Wandel_and_Lamington_1645-64._Involved_in_case_in_1650.","jhm","08_02_01_10:18:26","jhm","11_20_03_13:51:09"
"JO_501",501,"JO","Thomas","Lindsay",,"Mr","minister",,"Walston",0,"Minister_at_Walston_1621-55._Involved_in_case_in_1650.","jhm","08_02_01_10:19:30","jhm","01_22_04_11:12:06"
"JO_502",502,"JO","Patrick","Cooper",,"Mr","minister",,"Pittenweem",0,"Minister_at_Pittenweem_1692-1741._Involved_in_cases_in_1708-9.","jhm","08_02_01_15:48:12","jhm","11_20_03_13:30:52"
"JO_503",503,"JO","John","Sinclair",,"Sir_of_Lochend",,,"Lochend",0,"Commissioner_in_1688.","jhm","08_15_01_12:26:06","jhm","12_15_03_10:36:28"
"JO_504",504,"JO","William","Baird",,"Sir_of_Newbyth",,,"Newbyth",0,"Commissioner_in_1688.","jhm","08_15_01_12:26:58","jhm","11_12_03_15:29:25"
"JO_505",505,"JO","Robert","Hamilton",,"of_Pressmennan",,,"Pressmennen",0,"No_details_but_commissioner_in_1688","jhm","08_15_01_12:28:18","jhm","11_27_03_12:45:16"
"JO_506",506,"JO","Archibald","Murray",,"of_Spott",,,"Spott",0,"Commissioner_in_1688.","jhm","08_15_01_12:28:43","jhm","12_05_03_10:28:14"
"JO_507",507,"JO","James","Muir",,"of_Bourhouses",,,"Bourhouses",0,"Commissioner_in_1688._Name_also_spelt_Mure.","jhm","08_15_01_12:29:52","jhm","12_05_03_10:09:31"
"JO_508",508,"JO","Robert","Lauder",,"Mr",,"Clerk_of_the_exchequer",,0,"Commissioner_in_1688.","jhm","08_15_01_12:30:28","jhm","12_01_03_15:21:48"
"JO_509",509,"JO","James","Forrest",,,,"bailie","Dunbar",0,"Former_bailie_of_Dunbar_and_commissioner_in_1688.","jhm","08_15_01_12:31:03","jhm","11_25_03_11:44:06"
"JO_510",510,"JO","William","Kirkwood",,,"merchant",,"Dunbar",0,"Commissioner_in_1688.","jhm","08_15_01_12:31:46","jhm","12_01_03_14:54:06"
"JO_511",511,"JO","James","Smith",,,"merchant",,"Dunbar",0,"Commissioner_in_1688.","jhm","08_15_01_12:32:20","jhm","12_15_03_11:51:59"
"JO_512",512,"JO","George","Purves",,"Mr",,"bailie","Dunbar",0,"Commissioner_in_1688.","jhm","08_15_01_12:36:32","jhm","12_12_03_09:37:39"
"JO_513",513,"JO","George","Rutherford",,,,"bailie","Dunbar",0,"Commissioner_in_1688.","jhm","08_15_01_12:37:22","jhm","12_12_03_14:18:08"
"JO_514",514,"JO","George","Sinclair",,,,"bailie","Dunbar",0,"Commissioner_in_1688.","jhm","08_15_01_12:38:56","jhm","12_15_03_10:19:57"
"JO_515",515,"JO","Thomas","Wood",,"Mr","minister",,"Dunbar",0,"Minister_at_Dunbar_1681-1688._Involved_in_case_in_1688.","jhm","08_15_01_12:41:37","jhm","12_18_03_16:16:54"
"JO_516",516,"JO","Patrick","Brown",,"Mr","lawyer","Procurator_Fiscal",,0,"Involved_in_1688_case.","jhm","08_16_01_09:09:18","jhm","11_18_03_11:27:52"
"JO_517",517,"JO","Alexander","Crombie",,,,"sheriff_officer","Dunbar",0,"Involved_in_1688_case.","jhm","08_16_01_09:12:21","jhm","11_20_03_14:03:20"
"JO_518",518,"JO","John","Hall",,"Sir_of_Dunglass",,,"Dunglass",0,"Commissioner_in_1688.","jhm","08_16_01_10:29:44","jhm","11_27_03_12:12:34"
"JO_519",519,"JO","James","Crombie",,,,,"Eastbarns",0,"Involved_in_1688_case.","jhm","08_16_01_10:37:58","jhm","11_20_03_14:03:34"
"JO_520",520,"JO","Alexander","Cairns",,,,"beadle","Dunbar",0,"Involved_in_1688_case.","jhm","08_16_01_10:50:49","jhm","11_20_03_10:10:34"
"JO_521",521,"JO","John","Rutherford",,,,"bailie","Prestonpans",0,"Involved_in_case_in_1678_when_he_imprisoned_accused_and_tortured_Katherine_Liddell_wrongfully._Called_to_appear_before_the_Privy_Council_but_discharged._Also_involved_in_case_in_1679._May_have_lived_in_Haddington_rather_than_Prestonpans.","jhm","08_16_01_11:37:46","jhm","12_12_03_14:25:59"
"JO_522",522,"JO","William","Atchiesone",,,,"officer","Prestonpans",0,"Imprisoned_and_tortured_accused_witch_in_1678.","jhm","08_16_01_11:40:36","jhm","11_12_03_15:05:43"
"JO_523",523,"JO","David","Cowan",,,"drummer_witch-pricker",,"Prestonpans",0,"Accused_of_imprisoning_and_pricking_accused_witch_in_1678._Also_involved_in_1679._Later_taken_prisoner_himself._Ordered_not_to_search_for_marks_again_without_license_from_the_Privy_Council.","jhm","08_16_01_11:42:03","jhm","01_07_04_11:14:39"
"JO_524",524,"JO","David","Cowie",,,"salter",,"Prestonpans",0,"Accused_of_imprisoning_and_torturing_an_accused_witch_in_1678.","jhm","08_16_01_11:44:24","jhm","01_07_04_11:14:54"
"JO_525",525,"JO","John","Stevenson",,,"salter",,"Prestonpans",0,"Accused_of_imprisoning_and_torturing_accused_witch_in_1678.","jhm","08_16_01_11:45:16","jhm","12_15_03_12:26:23"
"JO_526",526,"JO","James","Robertson",,,"mariner",,"Prestonpans",0,"Accused_of_imprisoning_and_torturing_an_accused_witch_in_1678.","jhm","08_16_01_11:45:54","jhm","12_12_03_11:42:46"
"JO_527",527,"JO","James","Anderson","indweller",,,,"Prestonpans",0,"Accused_of_imprisoning_and_torturing_accused_witch_in_1678.","jhm","08_16_01_11:46:32","jhm","11_12_03_14:41:24"
"JO_528",528,"JO","John","Nicolson",,"Sir_of_that_Ilk",,,,0,"Commissioner_in_1678.","jhm","08_16_01_12:04:32","jhm","12_05_03_12:18:14"
"JO_529",529,"JO","John","Clerk",,"Mr_of_Penicuik",,,"Penicuik",0,"Involved_in_cases_in_1662_and_1678.","jhm","08_16_01_12:05:09","jhm","11_20_03_11:33:18"
"JO_530",530,"JO","John","Johnston",,"of_Polton",,,"Polton",0,"Commissioner_in_1678.","jhm","08_16_01_12:07:50","jhm","12_01_03_14:13:08"
"JO_532",532,"JO","John","Row",,,,"chamberlain","Carrington",0,"Commissioner_in_1678.","jhm","08_16_01_12:12:56","jhm","12_12_03_12:20:01"
"JO_533",533,"JO","Richard","Elphinstone",,"of_Airth",,,"Airth,_Linlithgow",0,"Commissioner_in_1679.","jhm","08_16_01_13:49:27","jhm","11_20_03_16:41:11"
"JO_534",534,"JO",,"Sandilands",,"of_Hilderston",,,"Hilderston",0,"Commissioner_in_1679._May_be_the_same_as_or_related_to_Willliam_Sandilands_LA_1530.","jhm","08_16_01_13:50:26","jhm","12_12_03_14:41:55"
"JO_535",535,"JO","Robert","Hamilton",,"of_Dechmont",,"bailie_of_Bo'ness","Dechmont,_Linlithgow",0,"Involved_in_1679_and_1680.__Could_be_Lethmont?","jhm","08_16_01_13:52:06","jhm","11_27_03_12:43:28"
"JO_536",536,"JO","John","Harper",,"Sir","advocate","Sheriff_Depute_of_Lanark","Lanark",0,"Commissioner_in_1670_and_1679.","jhm","08_16_01_13:53:38","jhm","11_27_03_14:03:12"
"JO_537",537,"JO","William","Dundas",,"Mr","advocate",,,0,"Commissioner_in_1679.","jhm","08_16_01_13:54:28","jhm","11_20_03_16:10:55"
"JO_538",538,"JO","William","Baillie",,"of_Lamington",,,"Lamington",0,"Commissioner_in_1678.May_be_the_same_as,_or_related_to,_JO_1463.","jhm","08_16_01_15:01:39","jhm","11_12_03_15:24:12"
"JO_539",539,"JO","Adam","Cockburn",,"of_Ormiston",,,"Ormiston",0,"Commissioner_in_1678._Related_to_the_two_George_Cockburns_(JO_544_and_LA_522)","jhm","08_16_01_15:02:28","jhm","01_07_04_11:03:26"
"JO_540",540,"JO","Robert","Hepburn",,"Sir_of_Keith",,,"Keith",0,"Involved_in_cases_in_1661_and_1678._Ordered_to_carry_out_execution_in_1678.","jhm","08_16_01_15:05:05","jhm","11_27_03_15:31:10"
"JO_541",541,"JO","John","Pringle",,"of_Woodhead",,,"Woodhead",0,"Involved_in_cases_and_ordered_to_oversee_execution_in_1678.","jhm","08_16_01_15:06:22","jhm","12_05_03_16:33:20"
"JO_542",542,"JO","William","Cuningham",,"the_younger_of_Enterkin",,,"Enterkin",0,"Involved_in_cases_in_1678.","jhm","08_16_01_15:09:51","jhm","11_20_03_14:17:40"
"JO_543",543,"JO","David","Hepburn",,"of_Randerston",,,"Randerston",0,"Involved_in_cases_in_1678.","jhm","08_16_01_15:10:32","jhm","11_27_03_15:31:39"
"JO_544",544,"JO","George","Cockburn",,"Mr_of_Ormiston",,,"Ormiston",0,"Uncle_to_Adam_Cockburn_of_Ormiston_(JO_539)_and_related_to_George_Cockburn_(LA_522)._Involved_in_cases_in_1678.","jhm","08_16_01_15:11:28","jhm","11_20_03_11:45:39"
"JO_545",545,"JO","Robert","Cockburn",,"Mr",,,,0,"Uncle_to_Adam_Cockburn_of_Ormiston_(JO_539)_and_also_related_to_JO_544_and_LA_522._Involved_in_cases_in_1678.","jhm","08_16_01_15:12:16","jhm","11_20_03_12:00:38"
"JO_546",546,"JO","William","Borthwick",,"of_Johnstonburn",,,"Johnstonburn,_Haddington",0,"Involved_in_cases_in_1649_and_1678.","jhm","08_16_01_15:12:51","jhm","11_18_03_10:34:37"
"JO_547",547,"JO","John","Belshes",,"of_that_Ilk",,,,0,"Involved_in_cases_in_1678.","jhm","08_16_01_15:13:18","jhm","12_19_03_14:37:47"
"JO_548",548,"JO","James","Calderwood",,"Mr","minister",,"Humbie",0,"Involved_in_cases_in_1678._May_be_the_same_as_LA_368_but_probably_not.","jhm","08_16_01_15:14:42","jhm","11_20_03_10:18:33"
"JO_549",549,"JO","Robert","Spottiswoode",,"Mr","minister",,"Crighton",0,"Involved_in_cases_in_1678-9_and_1683._Minister_at_Temple_1663,_transferred_to_Crichton_in_1676_and_deprived_in_1681.","jhm","08_16_01_15:16:20","jhm","12_15_03_16:46:42"
"JO_550",550,"JO","James","Cockburn",,"Mr","minister",,"Pencaitland",0,"Involved_in_cases_in_1678._?related_to_the_Cockburns_of_Ormiston.","jhm","08_16_01_15:17:12","jhm","11_20_03_11:47:11"
"JO_551",551,"JO","George","Moodie",,"Mr","minister",,"Fala",0,"Involved_in_cases_in_1678._Minister_at_Fala_1674-1681_when_he_was_deprived,","jhm","08_16_01_15:17:53","jhm","12_05_03_11:44:34"
"JO_552",552,"JO","James","Grierson",,"Mr",,"reader","Ormiston",0,"Involved_in_cases_in_1678.","jhm","08_16_01_15:18:30","jhm","11_27_03_11:13:14"
"JO_553",553,"JO","Patrick","Houstoun",,"Sir_of_that_Ilk",,,"Houstoun,_Renfrew",0,"Involved_in_1662_and_1677.","jhm","08_16_01_16:27:12","jhm","12_01_03_09:57:45"
"JO_554",554,"JO","John","Shaw",,"Sir_of_Greenock",,,"Greenock",0,"Commissioner_in_1662,_1677;_also_commissioner_in_1697_Christian_Saw_case_and_in_1699-1700.","jhm","08_16_01_16:28:02","jhm","12_12_03_16:23:08"
"JO_555",555,"JO","James","Brisbane",,"of_Bishopton",,,"Bishopton",0,"Commissioner_in_1677._Related_to_John_Brisbane_(LA_553_and_JO_961)_who_were_involved_in_cases_in_1629_and_1662.","jhm","08_17_01_09:11:16","jhm","11_18_03_10:42:56"
"JO_556",556,"JO","John","Anderson",,"the_younger_of_Dowhill",,,"Dowhill",0,"Commissioner_in_1677.","jhm","08_17_01_09:12:05","jhm","11_12_03_14:39:17"
"JO_557",557,"JO","Patrick","Brown",,"of_Colstoun",,,"Colstoun",0,"He_was_commissioner_in_1677_and_was_involved_in_cases_in_1649,_1661-2_and_1677-8.","jhm","08_17_01_10:30:57","jhm","11_18_03_11:18:47"
"JO_558",558,"JO","William","Hamilton",,"of_Orbistoun",,,"Orbistoun",0,"Commissioner_in_1677.","jhm","08_17_01_11:27:27","jhm","11_27_03_12:50:44"
"JO_559",559,"JO","William","Stirling",,"of_Law",,,"Law",0,"Commissioner_in_1677.","jhm","08_17_01_11:28:28","jhm","12_15_03_15:29:41"
"JO_560",560,"JO",,"Napier",,"of_Kilmahew",,,"Kilmahew",0,"Commissioner_in_1677,","jhm","08_17_01_11:28:56","jhm","12_05_03_12:00:08"
"JO_561",561,"JO","John","Cuningham","Dumbarton","of_Dumbarton",,"Sheriff_Depute",,0,"Commissioner_in_1677.","jhm","08_17_01_11:30:28","jhm","11_20_03_14:11:28"
"JO_562",562,"JO","John","Stirling",,"Laird_of_Keir",,,"Keir",0,"Possibly_a_Stirling._Involved_in_1603_and_1677._The_information_provided_is_for_1677._The_case_from_1603_is_probably_an_earlier_laird,_possibly_his_father._Probably_related_to_Sir_Archibald_Stirling_of_Keir.","jhm","08_17_01_12:15:40","jhm","01_22_04_10:29:32"
"JO_563",563,"JO","James","Seton",,"Laird_of_Touch",,,"Touch",0,"Commissioner_in_1677._Maybe_the_same_as_JO_620.","jhm","08_17_01_12:16:22","jhm","01_22_04_13:54:00"
"JO_564",564,"JO",,,,"Laird_of_Herbertshire",,,"Herbertshire_(Dunipace)",0,"Either_an_Elphinstone_or_a_Stirling,_commissioner_in_1677._Unable_to_find_further_information_about_him_although_Herbertshire_castle_is_near_Dunipace_and_belonged_to_the_Earls_of_Linlithgow_in_the_16th_century_and_later_the_Stirlings_and_Moreheads._May_be_the_same_as_or_related_to_William_Stirling_of_Herbertshire_(LA_1217)_who_was_involved_as_commissioner_in_1631_and_1659.","jhm","08_17_01_12:16:55","jhm","01_09_04_12:24:10"
"JO_565",565,"JO","Alexander","Morrison",,"Sir_of_Prestongrange",,,"Prestongrange",0,"Commissioner_in_1678.","jhm","08_17_01_13:16:02","jhm","12_02_03_12:53:31"
"JO_566",566,"JO",,"Seton",,"of_St_Germains",,,"St_Germains",0,"Commissioner_in_1678._?may_be_the_same_as_or_related_to_John_Seton_of_St_Germains.","jhm","08_17_01_13:16:56","jhm","12_12_03_16:18:16"
"JO_567",567,"JO","George","Scott",,"Mr_of_Giblistoun",,"Steward_Principal","Giblistoun,_Shetland",0,"Commissioner_in_1673","jhm","08_17_01_14:53:20","jhm","12_12_03_15:42:10"
"JO_568",568,"JO","Thomas","Wilson",,"of_Huntly",,"Deputy_steward_of_Orkney","Huntly",0,"Commissioner_in_1673.","jhm","08_17_01_14:54:41","jhm","01_22_04_14:27:55"
"JO_569",569,"JO","Lawrence","Stewart",,"of_Bigtoun",,,"Bigtoun",0,"Commissioner_in_1673_in_Shetland.","jhm","08_17_01_14:55:23","jhm","12_15_03_14:32:51"
"JO_570",570,"JO",,"Bruce",,"of_Almes",,,"Almes",0,"?Shetland._Commisssioner_in_1673.","jhm","08_17_01_14:56:04","jhm","11_18_03_11:31:19"
"JO_571",571,"JO","John","Sinclair",,"of_Quendale",,,"Quendale",0,"From_Shetland;_commissioner_in_1666_and_1673.","jhm","08_17_01_14:57:16","jhm","12_15_03_10:37:14"
"JO_572",572,"JO","William","Bruce",,"of_Sumburgh",,,"Sumburgh",0,"Shetland._Commissioner_1666_and_1673.","jhm","08_17_01_14:58:00","jhm","11_18_03_12:55:28"
"JO_573",573,"JO",,"Sinclair",,"of_Scalloway",,,"Scalloway",0,"From_Shetland;_commissioner_in_1673.","jhm","08_17_01_14:58:38","jhm","12_15_03_10:37:49"
"JO_574",574,"JO",,"Skene",,"Esslemont",,,"Esslemont",0,"Was_a_commissioner_in_1673_in_Shetland._Name_recorded_as_Elsmont_but_?Esslemont.","jhm","08_17_01_14:59:21","jhm","12_15_03_11:39:19"
"JO_575",575,"JO","Zachary","Wilke",,"Mr","minister",,"Ellem",0,"Minister_at_Ellem_in_1661._Involved_in_case_in_1661.","jhm","08_29_01_10:52:58","jhm","12_18_03_15:43:28"
"JO_576",576,"JO","John","Burn",,"Mr","minister",,"Langton",0,"Minister_at_Langton_in_1661._Involved_in_case_in_1661.","jhm","08_29_01_10:56:14","jhm","12_19_03_14:51:38"
