AccusedRef,AccusedSystemId,AccusedID,FirstName,LastName,M_Firstname,M_Surname,Alias,Patronymic,DesTitle,Sex,Age,Age_estcareer,Age_estchild,Res_settlement,Res_parish,Res_presbytery,Res_county,Res_burgh,Res_NGR_Letters,Res_NGR_Easting,Res_NGR_Northing,Ethnic_origin,MaritalStatus,SocioecStatus,Occupation,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"A_EGD_1926","EGD",1926,"Margaret","Bannyntyne","Margaret","Bannatyne",,,,"Female",,0,0,"Paiston","P_ST_661","Dalkeith","Edinburgh",,,,,,"Married",,,"Recorded_in_APS_(1661)_as_being_from_Samuelston.
Also_spelt_Ballentyne.","SMD","05_15_01_11:06:51","jhm","09_30_02_16:30:23"
"A_EGD_1927","EGD",1927,"Cristian","Forrest","Christine","Forest",,,,"Female",,0,0,,"P_ST_1333","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:06:39"
"A_EGD_1928","EGD",1928,"Agnes","Cairns","Agnes","Cairns",,,,"Female",,0,0,,"P_ST_1333","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:07:19"
"A_EGD_1929","EGD",1929,"James","Gourlay","James","Gourlay",,,,"Male",,0,0,,"P_ST_1333","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:07:55"
"A_EGD_193","EGD",193,"Katharine","Grieve","Katherine","Grieve",,,,"Female",,0,0,,,"Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:35:31"
"A_EGD_1930","EGD",1930,"Margaret","Johnston","Margaret","Johnston",,,,"Female",,0,0,,"P_ST_546","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:08:35"
"A_EGD_1931","EGD",1931,"Margaret","Dalgleish","Margaret","Dalgleish",,,,"Female",,0,0,,"P_ST_1133","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:09:51"
"A_EGD_1932","EGD",1932,"Issobel","Raich","Isobel","Riach",,,,"Female",,0,0,,"P_ST_1133","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:10:47"
"A_EGD_1933","EGD",1933,"Christian","Smith","Christine","Smith",,,,"Female",,0,0,,"P_ST_1133","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:11:20"
"A_EGD_1934","EGD",1934,"Isobel","Brotherstane","Isobel","Brotherstone",,,,"Female",,0,0,"Birkinsyde","P_ST_1144","Earlston","Berwick",,,,,,,,,"Lauren_thinks_in_Lauder_but_there_is_a_Birkenside_in_Legerwood_parish.","SMD","05_15_01_11:06:51","jhm","10_23_02_12:14:11"
"A_EGD_1935","EGD",1935,"Janet","Lyes","Janet","Leys",,,,"Female",,0,0,,,,"Berwick",,,,,,,,,"Lauren_thinks_she_was_from_Lauder.","SMD","05_15_01_11:06:51","jhm","10_23_02_12:15:39"
"A_EGD_1936","EGD",1936,"John","Broune","John","Brown",,,,"Male",,0,0,"bourhous",,,"Berwick",,,,,,,,,"Lauren_thinks_he_was_maybe_from_Lauder","SMD","05_15_01_11:06:51","jhm","10_23_02_12:17:28"
"A_EGD_1937","EGD",1937,"Robert","Grieve","Robert","Grieve",,,,"Male",,0,0,"bourhous",,,"Berwick",,,,,,,,,"Lauren_thinks_he_may_be_from_Lauder","SMD","05_15_01_11:06:51","jhm","10_23_02_12:19:15"
"A_EGD_1938","EGD",1938,"Janet","Turnet","Janet","Turner",,,,"Female",,0,0,"Sheriffhall","P_JO_3540","Dalkeith","Edinburgh",,,,,,"Widowed",,,"Records_say_she_was_from_Sheriffhall,_I_am_almost_certain_that_is_in_parish_of_Dalkeith.","SMD","05_15_01_11:06:51","jhm","12_06_02_12:35:05"
"A_EGD_1939","EGD",1939,"Margaret","Barbour","Margaret","Barber",,,,"Female",,0,0,"woolmet","P_ST_967","Dalkeith","Edinburgh",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:22:43"
"A_EGD_194","EGD",194,"Issobell","Leitch","Isobel","Leitch",,,,"Female",,0,0,,"P_ST_962","Dunfermline","Fife","Inverkeithing","NT",130,829,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:53:17"
"A_EGD_1940","EGD",1940,"Janet","Thomesone","Janet","Thomson",,,,"Female",,0,0,,,"Dalkeith","Edinburgh",,,,,,,,,"Probably_not_the_same_as_c_egd_1633","SMD","05_15_01_11:06:51","jhm","10_23_02_12:24:20"
"A_EGD_1941","EGD",1941,"Agnes","Thomson","Agnes","Thomson",,,,"Female",,0,0,,"P_ST_661","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:25:00"
"A_EGD_1942","EGD",1942,"Issobell","Brauckinrigg","Isobel","Brackenridge",,,,"Female",,0,0,,"P_ST_661","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:26:35"
"A_EGD_1943","EGD",1943,"Helen","Atcheson","Helen","Acheson",,,,"Female",,0,0,,"P_ST_661","Dalkeith","Edinburgh",,,,,,,,,"Name_also_spelt_Achison","SMD","05_15_01_11:06:51","jhm","10_23_02_12:27:42"
"A_EGD_1944","EGD",1944,"Katherine","Fisher","Katherine","Fisher",,,,"Female",,0,0,,"P_ST_918","Selkirk","Selkirk",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:29:12"
"A_EGD_1945","EGD",1945,"Margaret","Oliver","Margaret","Oliver",,,,"Female",,0,0,"Paiston","P_ST_1321","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:34:05"
"A_EGD_1946","EGD",1946,"John","Steill","John","Steel",,,,"Male",,0,0,,"P_ST_1321","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:34:17"
"A_EGD_1947","EGD",1947,"Robert","Acreskine","Robert","Erskine",,,,"Male",,0,0,,"P_ST_546","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:36:16"
"A_EGD_1948","EGD",1948,"James","Hugo","James","Hugo",,,,"Male",,0,0,,"P_ST_546","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:37:43"
"A_EGD_1949","EGD",1949,"Christiane","Steill","Christine","Steel",,,,"Female",,0,0,,"P_ST_546","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:38:22"
"A_EGD_195","EGD",195,"Jonet","Mitchell","Janet","Mitchell",,,,"Female",,0,0,,"P_ST_962","Dunfermline","Fife","Inverkeithing","NT",130,829,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:35:04"
"A_EGD_1950","EGD",1950,"Agnes","Gray","Agnes","Gray",,,,"Female",,0,0,,"P_ST_1321","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_12:40:04"
"A_EGD_1951","EGD",1951,"Marione","Hulybuirton","Marion","Haliburton",,,,"Female",,0,0,"Paiston","P_ST_1321","Dalkeith","Edinburgh",,,,,,,,,"Described_as_being_from_Paiston._She_was_recorded_as_being_from_Ormiston_in_presbytery_records.","SMD","05_15_01_11:06:51","jhm","10_23_02_12:41:43"
"A_EGD_1952","EGD",1952,"Jonet","Paton","Janet","Paton",,,,"Female",,0,0,"Paiston","P_ST_1321","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:24:11"
"A_EGD_1953","EGD",1953,"Christian","Thomesone","Christine","Thomson",,,,"Female",,0,0,,"P_ST_1187","Peebles","Peebles",,,,,,"Married",,,"Husband_also_sccused_of_witchcraft.__She_is_not_the_same_person_as_c_egd_2027.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:26:09"
"A_EGD_1954","EGD",1954,"Katharine","Govan","Katherine","Govan",,,,"Female",,0,0,"Wrae",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:28:09"
"A_EGD_1955","EGD",1955,"Janet","Hendersone","Janet","Henderson",,,,"Female",,0,0,"Blyth","P_ST_1574","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:28:35"
"A_EGD_1956","EGD",1956,"Janet","Broun","Janet","Brown",,,,"Female",,0,0,"Nethervrile","P_ST_1468","Peebles","Peebles",,,,,,"Married",,,"Husband_was_referred_to_as_'alias_my_lord'.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:30:41"
"A_EGD_1957","EGD",1957,"John","Greig","John","Greg",,,,"Male",,0,0,"Grange",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_06_02_12:12:07"
"A_EGD_1958","EGD",1958,"Jeaine","Rennick","Jean","Rannick",,,,"Female",,0,0,"Grange",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:37:03"
"A_EGD_1959","EGD",1959,"Joane","Forrester","Joan","Forrester",,,,"Female",,0,0,,"P_ST_1096","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:38:09"
"A_EGD_196","EGD",196,"Margaret","Hutsone","Margaret","Hudson",,,,"Female",,0,0,,,"Dunfermline","Fife",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:59:15"
"A_EGD_1960","EGD",1960,"John","Simpsone","John","Simpson",,,,"Male",,0,0,,"P_ST_1096","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:38:36"
"A_EGD_1961","EGD",1961,"Janet","Andersone","Janet","Anderson","the_Ley",,,"Female",,0,0,"Drumalzeartoun","P_ST_756","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:39:09"
"A_EGD_1962","EGD",1962,"Marion","Watsone","Marion","Watson",,,,"Female",50,0,1,,"P_ST_1332","Peebles","Peebles",,,,,,"Widowed",,,"Named_by_Janet_Coutts._Had_a_grown_up_son._Not_the_same_as_Marione_Watsone_C_LA_3296.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:39:42"
"A_EGD_1963","EGD",1963,"Isobell","Dalmahoy","Isobel","Dalmahoy",,,,"Female",,0,0,"deanes",,,"Peebles",,,,,,,,,"I_am_putting_this_in_Peebles_because_all_the_other_cases_in_this_list_along_with_all_the_commissioners_are_from_Peebles.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:43:18"
"A_EGD_1964","EGD",1964,"Bessie","Veitch","Elizabeth","Veitch",,,,"Female",,0,0,,"P_ST_1468","Peebles","Peebles",,,,,,,,,"She_lived_above_the_Milne_(mill)_of_Stobo.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:44:17"
"A_EGD_1965","EGD",1965,"Janet","Mark","Janet","Mark",,,,"Female",,0,0,"Netherude","P_ST_1468","Peebles","Peebles",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:44:43"
"A_EGD_1966","EGD",1966,"John","Sibbald","John","Sibbald",,,,"Male",,0,0,"Ladieude",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:45:09"
"A_EGD_1967","EGD",1967,"Jeane","Abbot","Jean","Abbot",,,,"Female",,0,0,,"P_ST_1187","Peebles","Peebles",,,,,,"Married","Middling",,"Her_husband_was_a_weaver.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:46:35"
"A_EGD_1968","EGD",1968,"Elspet","Gray","Elizabeth","Gray",,,,"Female",37,1,0,"Balvyllo","P_ST_770","Brechin","Forfar",,"NO",665,600,,,"Middling",,"Witness_claimed_that_accused__had_had_a_reputation_for_12_years.
Socioec_status_unclear_but_one_of_the_witnesses_was_her_servant._There_also_appears_to_be_a_reference_to_an_Elspet_Gray_in_1659_in_a_printed_source.","SMD","05_15_01_11:06:51","jhm","10_23_02_13:47:18"
"A_EGD_1969","EGD",1969,"Marion","Laidlaw","Marion","Laidlaw",,,,"Female",,0,0,"Stanhope",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:49:17"
"A_EGD_197","EGD",197,"Marione","Sprott","Marion","Sprott",,,,"Female",,0,0,,,,"Dumfries",,,,,,,"Very_Poor",,"She_was_begging_alms","SMD","05_15_01_11:06:51","jhm","10_23_02_16:11:08"
"A_EGD_1970","EGD",1970,"Alexander","Warrock","Alexander","Warrick",,,,"Male",,0,0,"Bolden",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:51:43"
"A_EGD_1971","EGD",1971,"Bessie","Gibson","Elizabeth","Gibson",,,,"Female",,0,0,"Cardone","P_ST_1526","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:56:30"
"A_EGD_1972","EGD",1972,"Helen","Thomesone","Helen","Thomson",,,,"Female",,0,0,,"P_ST_1332","Peebles","Peebles",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_13:56:57"
"A_EGD_1973","EGD",1973,"Robert","Garner","Robert","Garner",,,,"Male",,0,0,,"P_ST_661","Dalkeith","Edinburgh",,,,,,,,,"Listed_as_in_the_parish_of_Kirkton,_which_is_in_Jedburgh_presbytery,_but_Larner_had_him_from_Crichton,_which_is_in_Dalkeith_presbytery.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:01:02"
"A_EGD_1974","EGD",1974,"Nicoles","Wichtman","Nicolas","Whiteman",,,,"Male",,0,0,,"P_ST_661","Dalkeith","Edinburgh",,,,,,,,,"Recorded_as_from_the_parish_of_Kirkton,_which_is_in_Jedburgh,_but_Larner_has_him_from_Crichton,_which_is_in_Dalkeith.","SMD","05_15_01_11:06:51","LEM","12_05_02_12:23:47"
"A_EGD_1975","EGD",1975,"James","Doddes","James","Dodds",,,,"Male",,0,0,,"P_ST_1187","Peebles","Peebles",,,,,,"Married",,,"His_wife_was_also_accused_of_witchcraft.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:02:07"
"A_EGD_1976","EGD",1976,"Elspet","Grahame","Elizabeth","Graham",,,,"Female",,0,0,"Nethervrile","P_ST_1468","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:02:32"
"A_EGD_1977","EGD",1977,"Marion","Veitch","Marion","Veitch",,,,"Female",,0,0,"Nethervrile","P_ST_1468","Peebles","Peebles",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:04:46"
"A_EGD_1978","EGD",1978,"Margaret","Whyte","Margaret","White",,,,"Female",,0,0,"Overhartstaine",,"Peebles","Peebles",,,,,,,,,"May_be_the_same_as_Margaret_White_1649,_C_JO_2816.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:06:31"
"A_EGD_1979","EGD",1979,"Isobel","Greene","Isobel","Green",,,,"Female",,0,0,"Overhartstaine",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:07:08"
"A_EGD_1980","EGD",1980,"Bessie","Eumond","Elizabeth","Eumond",,,,"Female",,0,0,,"P_ST_1332","Peebles","Peebles",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:07:58"
"A_EGD_1981","EGD",1981,"Margaret","Wilsone","Margaret","Wilson",,,,"Female",,0,0,,"P_ST_1332","Peebles","Peebles",,,,,,"Widowed",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:09:37"
"A_EGD_1982","EGD",1982,"Anna","Hay","Anne","Hay",,,,"Female",,0,0,"Romano","P_ST_1289","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:11:22"
"A_EGD_1983","EGD",1983,"Isobell","Alexander","Isobel","Alexander",,,,"Female",,0,0,,,,,,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:12:04"
"A_EGD_1984","EGD",1984,"Christian","Thomesone","Christine","Thomson",,,,"Female",,0,0,"Scottistoun","P_ST_1096","Peebles","Peebles",,,,,,,,,"Not_the_same_as_c_egd_1996.","SMD","05_15_01_11:06:51","LEM","12_05_02_14:21:20"
"A_EGD_1985","EGD",1985,"John","Leishman","John","Lieshman",,,,"Male",,0,0,"Stirkfield",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:14:29"
"A_EGD_1986","EGD",1986,"Unknown","Reidfoord","Unknown","Redford",,,,,,0,0,,"P_ST_1468","Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","11_21_02_13:52:25"
"A_EGD_1987","EGD",1987,"Janet","Laidlaw","Janet","Laidlaw",,,,"Female",,0,0,"Tueidhopefoot",,"Peebles","Peebles",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:18:37"
"A_EGD_1988","EGD",1988,"Janet","Johnstone","Janet","Johnston",,,,"Female",,0,0,,"P_ST_1274","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:22:23"
"A_EGD_1989","EGD",1989,"Elizabeth","Simpsone","Elizabeth","Simpson",,,,"Female",,0,0,,"P_ST_784","Kirkcaldy","Fife","Dysart",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:23:28"
"A_EGD_199","EGD",199,"Thomas","Paton","Thomas","Paton",,,,"Male",,0,0,,,,"Dumfries",,,,,,"Married","Middling",,"Husband_and_wife_healing_team,_but_Bessie_was_the_leader.__They_had_horses,_sheep_and_a_servant_therefore_estimate_their_socioeconomic_status_at_middling.","SMD","05_15_01_11:06:51","jhm","10_23_02_16:40:40"
"A_EGD_1990","EGD",1990,"Katherine","Hyislop","Katherine","Hislop",,,,"Female",,0,0,"Stanhope",,"Peebles","Peebles",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:24:50"
"A_EGD_1991","EGD",1991,"Elspet","Skougall","Elizabeth","Scougal",,,,"Female",,0,0,,"P_ST_1581","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:25:47"
"A_EGD_1992","EGD",1992,"Beatrix","Dolsoun","Beatrice","Dolsoun",,,,"Female",,0,0,,"P_ST_1581","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:27:02"
"A_EGD_1993","EGD",1993,"Marion","Honyman","Marion","Honeyman",,,,"Female",,0,0,,"P_ST_1581","Dunbar","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:28:19"
"A_EGD_1994","EGD",1994,"Euphane","Drysdaill","Euphemia","Drysdale",,,,"Female",,0,0,,"P_ST_693","Linlithgow","Linlithgow",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:29:29"
"A_EGD_1995","EGD",1995,"Elizabeth","Grahame","Elizabeth","Graham",,,,"Female",,0,0,,"P_ST_1099","Irvine","Ayr",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:31:07"
"A_EGD_1997","EGD",1997,"Geillies","Gilchrist","Gillian","Gilchrist",,,,"Female",,0,0,,"P_ST_33","Edinburgh","Edinburgh",,"NS",,,,"Married",,,"Not_sure_what_status_to_put_the_wife_of_a_quarrier_-_lower?","SMD","05_15_01_11:06:51","jhm","10_23_02_14:38:27"
"A_EGD_1998","EGD",1998,"Bessie","Wilsoun","Elizabeth","Wilson",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:39:14"
"A_EGD_1999","EGD",1999,"Katharine","Frater","Katherine","Frater",,,,"Female",,0,0,,"P_ST_800","Earlston","Berwick",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:40:11"
"A_EGD_20","EGD",20,"Violet","Mar","Violet","Marr",,,,"Female",,0,0,"Kildies","P_ST_1221","Perth","Perth",,,,,,,"Upper",,"I_am_assigning_her_to_the_upper_socioeconomic_status_because_her_assize_was_made_up_of_lairds,_and_people_were_expected_to_have_an_assize_of_their_peers.","SMD","05_15_01_11:06:51","jhm","11_04_02_13:09:38"
"A_EGD_200","EGD",200,"Alleson","Patersone","Alison","Paterson",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_16:54:01"
"A_EGD_2000","EGD",2000,"Aliesone","Clench","Alison","Clench",,,,"Female",,0,0,,,,,,,,,,,,,"Larner_had_her_from_Clockpen_-_this_may_be_Cockpen_parish,_which_is_in_Dalkeith_presbytery.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:42:34"
"A_EGD_2001","EGD",2001,"Issobel","Wood","Isobel","Wood",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:51:33"
"A_EGD_2002","EGD",2002,"Jeane","Olipher","Jean","Oliver",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:51:27"
"A_EGD_2003","EGD",2003,"Jeane","Binning","Jean","Binney",,,,"Female",,0,0,,"P_ST_693","Linlithgow","Linlithgow",,,,,,,,,"Name_recorded_as_Binnie_in_the_presbytery_minutes.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:46:19"
"A_EGD_2004","EGD",2004,"George","Common","George","Cumming",,,,"Male",,0,0,"Overton",,"Jedburgh","Roxburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:49:12"
"A_EGD_2005","EGD",2005,"Marionn","Turnbull","Marion","Turnbull",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:50:23"
"A_EGD_2006","EGD",2006,"Issobel","Seatoun","Isobel","Seton",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:52:11"
"A_EGD_2007","EGD",2007,"Jonet","Young","Janet","Young",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_12:31:46"
"A_EGD_2008","EGD",2008,"David_doine","Tullie","David","Tullie",,,,"Male",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:56:33"
"A_EGD_2009","EGD",2009,"Agnes","Andersoun","Agnes","Anderson",,,,"Female",,0,0,"woolmet","P_ST_1299","Dalkeith","Edinburgh",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_14:58:32"
"A_EGD_201","EGD",201,"Bessie","Graham","Elizabeth","Graham",,,,"Female",,0,0,,,,"Dumfries",,,,,,"Married","Middling",,"I_have_estimated_this_couple's_socioeconomic_status_at_middling_because_they_had_a_horse,_sheep_and_a_servant.__She_was_paid_quite_a_bit_for_healing.","SMD","05_15_01_11:06:51","jhm","10_24_02_09:27:56"
"A_EGD_2010","EGD",2010,"Margaret","Andersone","Margaret","Anderson",,,,"Female",,0,0,,"P_ST_684","Jedburgh","Roxburgh",,,,,,"Single",,,"Her_brother_was_also_accused.","SMD","05_15_01_11:06:51","jhm","10_23_02_14:59:40"
"A_EGD_2011","EGD",2011,"Marioun","Thyn","Marion","Thyne",,,,"Female",,0,0,,,,"Roxburgh",,,,,,,,,"Not_sure_which_presbytery,_either_Earlston_or_Jedburgh.","SMD","05_15_01_11:06:51","jhm","10_23_02_15:01:41"
"A_EGD_2012","EGD",2012,"Agnes","Davidsoune","Agnes","Davidson",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:02:48"
"A_EGD_2013","EGD",2013,"Issobell","Allansone","Isobel","Allanson",,,,"Female",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:03:40"
"A_EGD_2014","EGD",2014,"Adam","Midlemost","Adam","Middlemas",,,,"Male",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:06:15"
"A_EGD_2015","EGD",2015,"Johne","Andersone","John","Anderson",,,,"Male",,0,0,,"P_ST_684","Jedburgh","Roxburgh",,,,,,,,,"His_sister_was_also_accused.","SMD","05_15_01_11:06:51","jhm","10_23_02_15:06:52"
"A_EGD_2016","EGD",2016,"Adam","Kirktoun","Adam","Kirkton",,,,"Male",,0,0,,"P_ST_973","Jedburgh","Roxburgh","Jedburgh",,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:34:18"
"A_EGD_2017","EGD",2017,"Anna","Alexander","Anne","Alexander",,,,"Female",,0,0,"Ladieude",,"Peebles","Peebles",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:39:29"
"A_EGD_2018","EGD",2018,"Jeane","Threipland",,,,,,"Female",,0,0,"Bolden",,"Peebles","Peebles",,,,,,"Married",,,,"SMD","05_15_01_11:06:51","LEM","09_04_02_15:12:01"
"A_EGD_2019","EGD",2019,"Margaret","Andersone","Margaret","Anderson",,,,"Female",,0,0,,"P_ST_939","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:50:28"
"A_EGD_202","EGD",202,"Janet","Diksone","Janet","Dickson",,,,"Female",,0,0,,,,"Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_24_02_10:05:57"
"A_EGD_2020","EGD",2020,"Jonet","Baird","Janet","Baird",,,,"Female",,0,0,,"P_ST_1122","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:51:31"
"A_EGD_2021","EGD",2021,"Bigs","Flayer","Beigis","Flayer",,,,"Female",,0,0,,"P_ST_655","Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:53:20"
"A_EGD_2022","EGD",2022,"Margaret","Fodringhame","Margaret","Fotheringham",,,,"Female",,0,0,,"P_ST_1122","Haddington","Haddington",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:54:41"
"A_EGD_2024","EGD",2024,"Janet","Wallace","Janet","Wallace",,,,"Female",,0,0,,,"Dumfries","Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:56:05"
"A_EGD_2025","EGD",2025,"Catharine","Bowie","Katherine","Bowie",,,,"Female",,0,0,"Quarrellwodd",,"Dumfries","Dumfries",,,,,,,,,,"SMD","05_15_01_11:06:51","LEM","12_05_02_12:32:00"
"A_EGD_2026","EGD",2026,"Agnes","Fleck","Agnes","Fleck",,,,"Female",,0,0,"Outerstoun",,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:58:09"
"A_EGD_2027","EGD",2027,"Christian","Rennick","Christine","Rannick",,,,"Female",,0,0,"Outerstoun",,"Dalkeith","Edinburgh",,,,,,,,,,"SMD","05_15_01_11:06:51","jhm","10_23_02_15:59:59"
